der
83,5353
84,0916
84,6594
85,238
85,827
86,426
87,0346
87,6529
88,2808
88,9184
89,5659
90,2235
90,8914
91,5698
92,2587
92,9582
93,6679
94,3874
95,1161
95,8529
96,5965
97,3455
98,0981
98,8527
99,6076
100,361
101,113
101,861
102,605
103,347
104,085
104,82
105,554
106,288
107,023
107,76
108,501
109,247
110
110,76
111,528
112,304
113,09
113,884
114,686
115,497
116,314
117,139
117,968
118,803
119,641
120,481
121,324
122,168
123,012
123,855
124,698
125,538
126,377
127,212
128,044
128,871
129,693
130,509
131,318
132,12
132,912
133,695
134,467
135,227
135,974
136,707
137,425
138,128
138,816
139,487
140,142
140,781
141,404
142,013
142,606
143,187
143,754
144,308
144,851
145,383
145,902
146,409
146,902
147,378
147,836
148,272
148,683
149,067
149,421
149,742
150,028
150,278
150,49
150,663
150,797
150,891
150,945
150,959
150,934
150,87
150,767
150,625
150,447
150,23
149,978
149,689
149,366
149,008
148,616
148,191
147,735
147,248
146,732
146,187
145,615
145,017
144,394
143,748
143,08
142,392
141,685
140,96
140,219
139,463
138,692
137,908
137,111
136,301
135,479
134,646
133,802
132,948
132,085
131,214
130,336
129,451
128,56
127,663
126,762
125,856
124,945
124,031
123,114
122,193
121,271
120,347
119,423
118,501
117,58
116,664
115,753
114,848
113,951
113,061
112,178
111,303
110,434
109,57
108,711
107,855
107,002
106,151
105,303
104,456
103,613
102,773
101,937
101,105
100,28
99,4604
98,6483
97,8439
97,048
96,2611
95,4835
94,7157
93,9581
93,2108
92,474
91,748
91,0328
90,3286
89,6354
88,9535
88,283
87,624
86,9769
86,3419
85,7195
85,1102
84,5145
83,9334
83,3676
82,8181
82,2859
81,772
81,2776
80,8034
80,3504
79,9192
79,5103
79,1242
78,7612
78,4214
78,1052
77,8123
77,5429
77,2967
77,0733
76,8723
76,693
76,5347
76,3962
76,2765
76,1742
76,0876
76,0152
75,9555
75,9071
75,8688
75,84
75,8203
75,81
75,8097
75,8205
75,844
75,8822
75,937
76,0107
76,1053
76,2225
76,364
76,5307
76,7235
76,9426
77,1881
77,4595
77,7562
78,0775
78,4222
78,7893
79,1777
79,586
80,0133
80,4585
80,9206
81,3988
81,8925
82,4012
82,9244
83,4619
84,0137
84,5798
85,1602
85,7553
86,3653
86,9906
87,6314
88,2883
88,9613
89,6506
90,3563
91,0781
91,8154
92,5673
93,3328
94,1102
94,8977
95,6931
96,4942
97,2983
98,1032
98,9064
99,7061
100,501
101,289
102,07
102,844
103,611
104,373
105,129
105,881
106,631
107,381
108,131
108,884
109,64
110,401
111,167
111,94
112,718
113,504
114,295
115,093
115,895
116,702
117,513
118,327
119,143
119,961
120,779
121,598
122,417
123,235
124,052
124,867
125,68
126,491
127,299
128,104
128,905
129,701
130,492
131,278
132,058
132,832
133,598
134,358
135,109
135,852
136,586
137,31
138,024
138,728
139,419
140,099
140,766
141,42
142,06
142,687
143,299
143,898
144,482
145,052
145,608
146,15
146,677
147,189
147,684
148,162
148,621
149,058
149,472
149,859
150,217
150,543
150,834
151,088
151,304
151,479
151,613
151,704
151,752
151,758
151,721
151,642
151,522
151,361
151,162
150,925
150,652
150,344
150,003
149,629
149,224
148,79
148,328
147,839
147,325
146,785
146,222
145,635
145,026
144,395
143,744
143,073
142,384
141,678
140,957
140,221
139,472
138,71
137,938
137,155
136,362
135,56
134,748
133,927
133,099
132,262
131,419
130,569
129,714
128,854
127,991
127,127
126,261
125,396
124,533
123,672
122,815
121,963
121,115
120,273
119,437
118,605
117,779
116,957
116,139
115,325
114,514
113,704
112,895
112,087
111,277
110,466
109,653
108,838
108,021
107,202
106,383
105,565
104,748
103,935
103,127
102,325
101,53
100,743
99,9646
99,1951
98,4345
97,6827
96,9397
96,205
95,4785
94,7599
94,049
93,3456
92,6496
91,9612
91,2804
90,6076
89,9433
89,288
88,6425
88,0077
87,3845
86,7742
86,1778
85,5968
85,0323
84,4856
83,9577
83,4493
82,9609
82,4926
82,044
81,6145
81,2033
80,8094
80,432
80,0701
79,7229
79,39
79,071
78,7659
78,4748
78,1978
77,9354
77,6878
77,4554
77,2383
77,0365
76,8501
76,6786
76,5219
76,3795
76,251
76,1361
76,0348
75,9469
75,8728
75,8129
75,7682
75,7396
75,7284
75,7361
75,764
75,8134
75,8853
75,9807
76,1001
76,2439
76,4122
76,6049
76,8218
77,0623
77,3258
77,6116
77,9187
78,2461
78,5929
78,9579
79,3403
79,739
80,1533
80,5824
81,0259
81,4831
81,9539
82,438
82,9354
83,446
83,9701
84,5077
85,0592
85,6247
86,2045
86,7987
87,4074
88,031
88,6693
89,3224
89,9901
90,6723
91,3685
92,0782
92,8004
93,5342
94,2781
95,0306
95,7899
96,554
97,3208
98,0882
98,8543
99,6173
100,376
101,129
101,877
102,619
103,356
104,089
104,818
105,545
106,272
106,999
107,73
108,465
109,207
109,956
110,713
111,481
112,259
113,049
113,85
114,663
115,488
116,323
117,169
118,025
118,889
119,761
120,64
121,523
122,411
123,301
124,192
125,084
125,974
126,863
127,747
128,627
129,502
130,37
131,23
132,081
132,923
133,754
134,573
135,381
136,175
136,955
137,72
138,469
139,202
139,917
140,614
141,292
141,952
142,592
143,213
143,815
144,398
144,965
145,514
146,049
146,569
147,076
147,571
148,052
148,52
148,973
149,409
149,825
150,217
150,582
150,918
151,22
151,486
151,714
151,9
152,044
152,145
152,2
152,21
152,175
152,093
151,965
151,793
151,576
151,315
151,012
150,668
150,283
149,861
149,403
148,91
148,385
147,83
147,247
146,638
146,005
145,35
144,675
143,981
143,27
142,544
141,804
141,051
140,287
139,512
138,728
137,935
137,134
136,325
135,509
134,685
133,854
133,016
132,171
131,32
130,463
129,601
128,734
127,863
126,989
126,114
125,239
124,365
123,493
122,625
121,761
120,902
120,048
119,198
118,353
117,51
116,668
115,826
114,982
114,135
113,283
112,426
111,562
110,691
109,814
108,929
108,039
107,144
106,247
105,349
104,452
103,559
102,671
101,79
100,918
100,057
99,2066
98,3689
97,5444
96,7335
95,9364
95,1533
94,3839
93,6283
92,886
92,1568
91,4403
90,7363
90,0444
89,3643
88,6958
88,0387
87,3931
86,7589
86,1363
85,5257
84,9272
84,3414
83,7687
83,2098
82,6651
82,1352
81,6207
81,1221
80,6398
80,1745
79,7266
79,297
78,8862
78,495
78,1241
77,7744
77,4465
77,1412
76,8591
76,6009
76,3669
76,1573
75,9722
75,811
75,6732
75,5578
75,4636
75,3891
75,3327
75,293
75,2686
75,2584
75,2617
75,2784
75,3085
75,3529
75,4125
75,4886
75,5827
75,6961
75,8303
75,9862
76,1649
76,3668
76,5926
76,8421
77,1155
77,4122
77,7319
78,0736
78,4367
78,82
79,2226
79,6433
80,081
80,5347
81,0034
81,4862
81,9824
82,4915
83,0131
83,5471
84,0936
84,653
85,2256
85,8122
86,4134
87,0299
87,6623
88,3111
88,9767
89,659
90,3579
91,073
91,8032
92,5474
93,3041
94,0712
94,8466
95,6279
96,4125
97,1981
97,9824
98,7636
99,5402
100,311
101,077
101,836
102,591
103,341
104,088
104,834
105,579
106,326
107,076
107,83
108,59
109,356
110,129
110,911
111,701
112,499
113,306
114,122
114,945
115,775
116,612
117,454
118,301
119,152
120,005
120,859
121,714
122,569
123,422
124,273
125,12
125,965
126,805
127,641
128,472
129,299
130,12
130,937
131,75
132,557
133,359
134,155
134,946
135,731
136,509
137,279
138,04
138,791
139,531
140,259
140,973
141,673
142,358
143,027
143,68
144,318
144,94
145,547
146,14
146,718
147,281
147,828
148,357
148,865
149,35
